Spain, Female population exposure by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 24/10/2018
Year    Age        Exposure
2016     33       316292.85
2016     34       331562.97
2016     35       349119.51
2016     36       361295.75
2016     37       376584.56
2016     38       388142.64
2016     39       395491.02
2016     40       396135.81
2016     41       394824.24
2016     42       384470.09
2016     43       382902.94
2016     44       379122.74
2016     45       373121.39
2016     46       369975.31
2016     47       365952.14
2016     48       371198.89
2016     49       364796.30
2016     50       359729.50
2016     51       361350.56
2016     52       355401.03
2016     53       341394.08
2016     54       332422.91
2016     55       328492.42
