Live births by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 25/08/2021
Code Year  ARDY   Cohort       Total
GBR_SCO  1988    20    1968      2699.34
GBR_SCO  1988    21    1967      3113.77
GBR_SCO  1988    22    1966      3452.31
GBR_SCO  1988    23    1965      3964.82
GBR_SCO  1988    24    1964      4510.04
GBR_SCO  1988    25    1963      4882.18
GBR_SCO  1988    26    1962      5031.39
GBR_SCO  1988    27    1961      5055.14
GBR_SCO  1988    28    1960      4831.71
GBR_SCO  1988    29    1959      4437.41
GBR_SCO  1988    30    1958      3996.49
GBR_SCO  1988    31    1957      3376.40
GBR_SCO  1988    32    1956      2746.91
GBR_SCO  1988    33    1955      2238.47
GBR_SCO  1988    34    1954      1786.67
GBR_SCO  1988    35    1953      1439.94
GBR_SCO  1988    36    1952      1146.08
GBR_SCO  1988    37    1951       839.52
GBR_SCO  1988    38    1950       597.35
GBR_SCO  1988    39    1949       427.45
GBR_SCO  1988    40    1948       294.42
GBR_SCO  1988    41    1947       204.39
GBR_SCO  1988    42    1946       110.57
GBR_SCO  1988    43    1945        52.89
GBR_SCO  1988    44    1944        30.62
GBR_SCO  1988    45    1943        16.84
GBR_SCO  1988    46    1942         7.89
GBR_SCO  1988    47    1941         4.63
GBR_SCO  1988    48    1940         2.41
GBR_SCO  1988    49    1939         0.26
GBR_SCO  1988    50    1938         0.00
GBR_SCO  1988    51    1937         0.00
GBR_SCO  1988    52    1936         0.00
GBR_SCO  1988    53    1935         0.00
GBR_SCO  1988    54    1934         0.00
GBR_SCO  1988    55+   1933-        0.00
GBR_SCO  1989    12-   1977+        0.15
GBR_SCO  1989    13    1976         2.58
GBR_SCO  1989    14    1975         7.66
GBR_SCO  1989    15    1974        45.97
GBR_SCO  1989    16    1973       263.89
GBR_SCO  1989    17    1972       810.68
GBR_SCO  1989    18    1971      1480.45
GBR_SCO  1989    19    1970      2001.59
GBR_SCO  1989    20    1969      2393.46
GBR_SCO  1989    21    1968      2785.40
GBR_SCO  1989    22    1967      3217.85
GBR_SCO  1989    23    1966      3601.83
GBR_SCO  1989    24    1965      4095.78
GBR_SCO  1989    25    1964      4598.72
GBR_SCO  1989    26    1963      4769.85
GBR_SCO  1989    27    1962      4760.63
GBR_SCO  1989    28    1961      4671.75
GBR_SCO  1989    29    1960      4371.42
GBR_SCO  1989    30    1959      3930.32
GBR_SCO  1989    31    1958      3416.02
GBR_SCO  1989    32    1957      2874.84
GBR_SCO  1989    33    1956      2332.08
GBR_SCO  1989    34    1955      1807.93
GBR_SCO  1989    35    1954      1447.14
GBR_SCO  1989    36    1953      1127.07
GBR_SCO  1989    37    1952       803.60
GBR_SCO  1989    38    1951       610.45
GBR_SCO  1989    39    1950       442.06
GBR_SCO  1989    40    1949       302.09
GBR_SCO  1989    41    1948       207.10
GBR_SCO  1989    42    1947       145.03
GBR_SCO  1989    43    1946        82.89
GBR_SCO  1989    44    1945        37.54
GBR_SCO  1989    45    1944        20.10
GBR_SCO  1989    46    1943         8.82
GBR_SCO  1989    47    1942         4.43
GBR_SCO  1989    48    1941         0.80
GBR_SCO  1989    49    1940         0.00
GBR_SCO  1989    50    1939         0.00
GBR_SCO  1989    51    1938         0.00
GBR_SCO  1989    52    1937         0.00
GBR_SCO  1989    53    1936         0.00
GBR_SCO  1989    54    1935         0.00
GBR_SCO  1989    55+   1934-        0.00
GBR_SCO  1990    12-   1978+        0.00
GBR_SCO  1990    13    1977         0.13
GBR_SCO  1990    14    1976         6.95
GBR_SCO  1990    15    1975        51.35
GBR_SCO  1990    16    1974       237.48
GBR_SCO  1990    17    1973       759.78
GBR_SCO  1990    18    1972      1443.02
GBR_SCO  1990    19    1971      1972.33
GBR_SCO  1990    20    1970      2421.33
GBR_SCO  1990    21    1969      2780.51
GBR_SCO  1990    22    1968      3215.78
GBR_SCO  1990    23    1967      3580.05
GBR_SCO  1990    24    1966      3947.48
GBR_SCO  1990    25    1965      4575.38
GBR_SCO  1990    26    1964      4985.08
GBR_SCO  1990    27    1963      5085.02
GBR_SCO  1990    28    1962      4956.05
GBR_SCO  1990    29    1961      4635.63
GBR_SCO  1990    30    1960      4213.31
GBR_SCO  1990    31    1959      3692.77
GBR_SCO  1990    32    1958      3211.02
GBR_SCO  1990    33    1957      2607.10
GBR_SCO  1990    34    1956      1998.32
GBR_SCO  1990    35    1955      1553.92
GBR_SCO  1990    36    1954      1187.41
GBR_SCO  1990    37    1953       904.67
GBR_SCO  1990    38    1952       672.24
GBR_SCO  1990    39    1951       472.14
GBR_SCO  1990    40    1950       305.02
GBR_SCO  1990    41    1949       213.59
GBR_SCO  1990    42    1948       140.13
GBR_SCO  1990    43    1947        81.83
GBR_SCO  1990    44    1946        34.69
GBR_SCO  1990    45    1945        14.36
GBR_SCO  1990    46    1944        10.83
GBR_SCO  1990    47    1943         4.67
GBR_SCO  1990    48    1942         0.66
GBR_SCO  1990    49    1941         0.00
GBR_SCO  1990    50    1940         0.67
GBR_SCO  1990    51    1939         0.33
GBR_SCO  1990    52    1938         0.00
GBR_SCO  1990    53    1937         0.00
GBR_SCO  1990    54    1936         0.00
GBR_SCO  1990    55+   1935-        0.00
GBR_SCO  1991    12-   1979+        0.17
GBR_SCO  1991    13    1978         1.31
GBR_SCO  1991    14    1977         4.01
GBR_SCO  1991    15    1976        42.10
GBR_SCO  1991    16    1975       246.92
GBR_SCO  1991    17    1974       763.85
GBR_SCO  1991    18    1973      1409.27
GBR_SCO  1991    19    1972      1939.93
GBR_SCO  1991    20    1971      2353.61
GBR_SCO  1991    21    1970      2688.75
GBR_SCO  1991    22    1969      3040.27
GBR_SCO  1991    23    1968      3567.93
GBR_SCO  1991    24    1967      4090.16
GBR_SCO  1991    25    1966      4379.26
GBR_SCO  1991    26    1965      4824.21
GBR_SCO  1991    27    1964      5134.18
GBR_SCO  1991    28    1963      4982.17
GBR_SCO  1991    29    1962      4758.20
GBR_SCO  1991    30    1961      4412.80
GBR_SCO  1991    31    1960      3903.59
GBR_SCO  1991    32    1959      3316.01
GBR_SCO  1991    33    1958      2729.98
GBR_SCO  1991    34    1957      2204.93
GBR_SCO  1991    35    1956      1745.86
GBR_SCO  1991    36    1955      1336.29
GBR_SCO  1991    37    1954       977.50
GBR_SCO  1991    38    1953       717.51
GBR_SCO  1991    39    1952       525.35
GBR_SCO  1991    40    1951       373.55
GBR_SCO  1991    41    1950       238.74
GBR_SCO  1991    42    1949       137.09
GBR_SCO  1991    43    1948        84.97
GBR_SCO  1991    44    1947        48.67
GBR_SCO  1991    45    1946        26.77
GBR_SCO  1991    46    1945        10.89
GBR_SCO  1991    47    1944         3.88
GBR_SCO  1991    48    1943         1.83
GBR_SCO  1991    49    1942         1.19
GBR_SCO  1991    50    1941         0.28
GBR_SCO  1991    51    1940         0.00
GBR_SCO  1991    52    1939         0.00
GBR_SCO  1991    53    1938         0.00
GBR_SCO  1991    54    1937         0.00
GBR_SCO  1991    55+   1936-        0.00
GBR_SCO  1992    12-   1980+        0.00
GBR_SCO  1992    13    1979         0.14
GBR_SCO  1992    14    1978         8.60
GBR_SCO  1992    15    1977        56.09
GBR_SCO  1992    16    1976       246.03
GBR_SCO  1992    17    1975       741.82
GBR_SCO  1992    18    1974      1339.65
GBR_SCO  1992    19    1973      1808.56
GBR_SCO  1992    20    1972      2149.77
GBR_SCO  1992    21    1971      2514.69
GBR_SCO  1992    22    1970      2780.06
GBR_SCO  1992    23    1969      3207.73
GBR_SCO  1992    24    1968      3795.76
GBR_SCO  1992    25    1967      4127.60
GBR_SCO  1992    26    1966      4446.84
GBR_SCO  1992    27    1965      4832.27
GBR_SCO  1992    28    1964      4997.88
GBR_SCO  1992    29    1963      4883.65
GBR_SCO  1992    30    1962      4469.27
GBR_SCO  1992    31    1961      4075.48
GBR_SCO  1992    32    1960      3539.65
GBR_SCO  1992    33    1959      2864.01
GBR_SCO  1992    34    1958      2340.35
GBR_SCO  1992    35    1957      1883.67
GBR_SCO  1992    36    1956      1426.07
GBR_SCO  1992    37    1955      1060.12
GBR_SCO  1992    38    1954       761.37
GBR_SCO  1992    39    1953       529.78
GBR_SCO  1992    40    1952       350.60
GBR_SCO  1992    41    1951       221.95
GBR_SCO  1992    42    1950       152.30
GBR_SCO  1992    43    1949        89.08
GBR_SCO  1992    44    1948        48.64
GBR_SCO  1992    45    1947        24.21
GBR_SCO  1992    46    1946         8.44
GBR_SCO  1992    47    1945         2.35
GBR_SCO  1992    48    1944         1.42
GBR_SCO  1992    49    1943         2.51
GBR_SCO  1992    50    1942         0.56
GBR_SCO  1992    51    1941         0.00
GBR_SCO  1992    52    1940         0.00
GBR_SCO  1992    53    1939         0.00
GBR_SCO  1992    54    1938         0.00
GBR_SCO  1992    55+   1937-        0.00
GBR_SCO  1993    12-   1981+        0.00
GBR_SCO  1993    13    1980         0.27
GBR_SCO  1993    14    1979         9.01
GBR_SCO  1993    15    1978        51.41
GBR_SCO  1993    16    1977       236.70
GBR_SCO  1993    17    1976       698.80
GBR_SCO  1993    18    1975      1272.65
GBR_SCO  1993    19    1974      1624.50
GBR_SCO  1993    20    1973      1843.35
GBR_SCO  1993    21    1972      2206.96
GBR_SCO  1993    22    1971      2575.58
GBR_SCO  1993    23    1970      2931.00
GBR_SCO  1993    24    1969      3386.88
GBR_SCO  1993    25    1968      4021.41
GBR_SCO  1993    26    1967      4405.41
GBR_SCO  1993    27    1966      4496.99
GBR_SCO  1993    28    1965      4717.76
GBR_SCO  1993    29    1964      4741.60
GBR_SCO  1993    30    1963      4465.97
GBR_SCO  1993    31    1962      4024.33
GBR_SCO  1993    32    1961      3487.70
GBR_SCO  1993    33    1960      2895.60
GBR_SCO  1993    34    1959      2417.92
GBR_SCO  1993    35    1958      1956.99
GBR_SCO  1993    36    1957      1451.42
GBR_SCO  1993    37    1956      1089.60
GBR_SCO  1993    38    1955       798.14
GBR_SCO  1993    39    1954       579.18
GBR_SCO  1993    40    1953       387.26
GBR_SCO  1993    41    1952       245.05
GBR_SCO  1993    42    1951       145.55
GBR_SCO  1993    43    1950        80.75
GBR_SCO  1993    44    1949        52.28
GBR_SCO  1993    45    1948        21.19
GBR_SCO  1993    46    1947        10.78
GBR_SCO  1993    47    1946         5.24
GBR_SCO  1993    48    1945         1.51
GBR_SCO  1993    49    1944         0.27
GBR_SCO  1993    50    1943         0.00
GBR_SCO  1993    51    1942         0.00
GBR_SCO  1993    52    1941         0.00
GBR_SCO  1993    53    1940         0.00
GBR_SCO  1993    54    1939         0.00
GBR_SCO  1993    55+   1938-        0.00
GBR_SCO  1994    12-   1982+        0.00
GBR_SCO  1994    13    1981         0.00
GBR_SCO  1994    14    1980         3.13
GBR_SCO  1994    15    1979        67.95
GBR_SCO  1994    16    1978       220.96
GBR_SCO  1994    17    1977       604.44
GBR_SCO  1994    18    1976      1099.50
GBR_SCO  1994    19    1975      1493.99
GBR_SCO  1994    20    1974      1722.62
GBR_SCO  1994    21    1973      1988.12
GBR_SCO  1994    22    1972      2294.30
GBR_SCO  1994    23    1971      2750.60
GBR_SCO  1994    24    1970      3112.82
GBR_SCO  1994    25    1969      3516.61
GBR_SCO  1994    26    1968      4100.27
GBR_SCO  1994    27    1967      4388.69
